,movieId,userId,ratings
256,115713,23,
257,122882,23,
258,131724,23,
259,31,23,
260,647,23,
261,688,23,
262,720,23,
263,849,23,
264,914,23,
265,1093,23,
266,1124,23,
267,1263,23,
268,1272,23,
269,1302,23,
270,1371,23,
271,2080,23,
272,2288,23,
273,2424,23,
274,2851,23,
275,3024,23,
276,3210,23,
277,3949,23,
278,4518,23,
279,5048,23,
280,5181,23,
281,5746,23,
282,5764,23,
283,5919,23,
284,6238,23,
285,6835,23,
286,7899,23,
287,7991,23,
288,26409,23,
289,70946,23,
290,72378,23,
291,21,23,
292,32,23,
293,45,23,
294,52,23,
295,58,23,
296,106,23,
297,125,23,
298,126,23,
299,162,23,
300,171,23,
301,176,23,
302,190,23,
303,215,23,
304,222,23,
305,232,23,
306,247,23,
307,265,23,
308,319,23,
309,342,23,
310,345,23,
311,348,23,
312,351,23,
313,357,23,
314,368,23,
315,417,23,
316,450,23,
317,475,23,
318,492,23,
319,509,23,
320,538,23,
321,539,23,
322,588,23,
323,595,23,
324,599,23,
325,708,23,
326,759,23,
327,800,23,
328,892,23,
329,898,23,
330,899,23,
331,902,23,
332,904,23,
333,908,23,
334,910,23,
335,912,23,
336,920,23,
337,930,23,
338,937,23,
339,1046,23,
340,1057,23,
341,1077,23,
342,1079,23,
343,1084,23,
344,1086,23,
345,1094,23,
346,1103,23,
347,1179,23,
348,1183,23,
349,1188,23,
350,1199,23,
351,1203,23,
352,1211,23,
353,1225,23,
354,1250,23,
355,1259,23,
356,1266,23,
357,1279,23,
358,1283,23,
359,1288,23,
360,1304,23,
361,1391,23,
362,1449,23,
363,1466,23,
364,1597,23,
365,1641,23,
366,1719,23,
367,1733,23,
368,1734,23,
369,1834,23,
370,1860,23,
371,1883,23,
372,1885,23,
373,1892,23,
374,1895,23,
375,1907,23,
376,1914,23,
377,1916,23,
378,1923,23,
379,1947,23,
380,1966,23,
381,1968,23,
382,2019,23,
383,2076,23,
384,2109,23,
385,2145,23,
386,2150,23,
387,2186,23,
388,2203,23,
389,2204,23,
390,2282,23,
391,2324,23,
392,2336,23,
393,2351,23,
394,2359,23,
395,2390,23,
396,2467,23,
397,2583,23,
398,2599,23,
399,2683,23,
400,2712,23,
401,2762,23,
402,2763,23,
403,2770,23,
404,2791,23,
405,2843,23,
406,2874,23,
407,2921,23,
408,2926,23,
409,2973,23,
410,3044,23,
411,3060,23,
412,3079,23,
413,3083,23,
414,3160,23,
415,3175,23,
416,3204,23,
417,3255,23,
418,3317,23,
419,3358,23,
420,3365,23,
421,3408,23,
422,3481,23,
423,3508,23,
424,3538,23,
425,3591,23,
426,3788,23,
427,3851,23,
428,3897,23,
429,3911,23,
430,3967,23,
431,3996,23,
432,4002,23,
433,4014,23,
434,4020,23,
435,4021,23,
436,4027,23,
437,4029,23,
438,4033,23,
439,4034,23,
440,4074,23,
441,4121,23,
442,4144,23,
443,4166,23,
444,4226,23,
445,4239,23,
446,4246,23,
447,4252,23,
448,4260,23,
449,4273,23,
450,4308,23,
451,4347,23,
452,4381,23,
453,4641,23,
454,4741,23,
455,4765,23,
456,4881,23,
457,4896,23,
458,4902,23,
459,4967,23,
460,34,23,
461,36,23,
462,39,23,
463,150,23,
464,153,23,
465,253,23,
466,261,23,
467,266,23,
468,290,23,
469,300,23,
470,344,23,
471,364,23,
472,380,23,
473,410,23,
474,474,23,
475,515,23,
476,531,23,
477,534,23,
478,589,23,
479,594,23,
480,597,23,
481,2,23,
482,4,23,
483,5,23,
484,7,23,
485,8,23,
486,10,23,
487,11,23,
488,13,23,
489,15,23,
490,16,23,
491,17,23,
492,19,23,
493,22,23,
494,24,23,
495,25,23,
496,26,23,
497,27,23,
498,41,23,
499,43,23,
500,46,23,
501,54,23,
502,60,23,
503,61,23,
504,62,23,
505,65,23,
506,66,23,
507,76,23,
508,79,23,
509,86,23,
510,87,23,
511,88,23,
512,89,23,
513,92,23,
514,93,23,
515,95,23,
516,100,23,
517,102,23,
518,104,23,
519,105,23,
520,112,23,
521,113,23,
522,135,23,
523,140,23,
524,141,23,
525,145,23,
526,146,23,
527,158,23,
528,159,23,
529,160,23,
530,161,23,
531,165,23,
532,168,23,
533,170,23,
534,174,23,
535,177,23,
536,179,23,
537,180,23,
538,181,23,
539,185,23,
540,186,23,
541,189,23,
542,191,23,
543,195,23,
544,196,23,
545,201,23,
546,204,23,
547,205,23,
548,207,23,
549,208,23,
550,209,23,
551,210,23,
552,212,23,
553,217,23,
554,218,23,
555,219,23,
556,224,23,
557,225,23,
558,230,23,
559,234,23,
560,236,23,
561,237,23,
562,239,23,
563,240,23,
564,243,23,
565,248,23,
566,250,23,
567,251,23,
568,252,23,
569,254,23,
570,256,23,
571,257,23,
572,258,23,
573,262,23,
574,267,23,
575,270,23,
576,271,23,
577,273,23,
578,274,23,
579,276,23,
580,277,23,
581,279,23,
582,281,23,
583,282,23,
584,288,23,
585,289,23,
586,291,23,
587,292,23,
588,293,23,
589,302,23,
590,303,23,
591,304,23,
592,310,23,
593,312,23,
594,313,23,
595,314,23,
596,315,23,
597,317,23,
598,327,23,
599,329,23,
600,330,23,
601,332,23,
602,336,23,
603,337,23,
604,339,23,
605,340,23,
606,343,23,
607,347,23,
608,350,23,
609,352,23,
610,353,23,
611,354,23,
612,355,23,
613,358,23,
614,359,23,
615,360,23,
616,361,23,
617,366,23,
618,370,23,
619,371,23,
620,374,23,
621,377,23,
622,378,23,
623,381,23,
624,382,23,
625,383,23,
626,405,23,
627,412,23,
628,415,23,
629,416,23,
630,419,23,
631,426,23,
632,432,23,
633,434,23,
634,435,23,
635,437,23,
636,440,23,
637,445,23,
638,454,23,
639,455,23,
640,458,23,
641,460,23,
642,466,23,
643,468,23,
644,469,23,
645,472,23,
646,477,23,
647,485,23,
648,489,23,
649,490,23,
650,491,23,
651,493,23,
652,494,23,
653,497,23,
654,502,23,
655,505,23,
656,508,23,
657,510,23,
658,516,23,
659,520,23,
660,524,23,
661,532,23,
662,536,23,
663,537,23,
664,540,23,
665,542,23,
666,546,23,
667,548,23,
668,569,23,
669,575,23,
670,587,23,
671,606,23,
672,609,23,
673,616,23,
674,628,23,
675,631,23,
676,637,23,
677,640,23,
678,662,23,
679,667,23,
680,694,23,
681,697,23,
682,700,23,
683,704,23,
684,709,23,
685,710,23,
686,711,23,
687,719,23,
688,747,23,
689,762,23,
690,765,23,
691,775,23,
692,783,23,
693,795,23,
694,799,23,
695,801,23,
696,802,23,
697,818,23,
698,830,23,
699,835,23,
700,837,23,
701,838,23,
702,839,23,
703,842,23,
704,848,23,
705,852,23,
706,867,23,
707,880,23,
708,881,23,
709,888,23,
710,891,23,
711,979,23,
712,981,23,
713,986,23,
714,991,23,
715,996,23,
716,999,23,
717,1004,23,
718,1006,23,
719,1061,23,
720,1064,23,
721,1082,23,
722,750,23,
723,924,23,
724,1101,23,
725,1246,23,
726,1584,23,
727,1610,23,
728,1682,23,
729,1784,23,
730,1917,23,
731,2671,23,
732,2688,23,
733,2701,23,
734,2717,23,
735,3114,23,
736,3354,23,
737,3623,23,
738,3869,23,
739,3916,23,
740,3977,23,
741,3994,23,
742,4018,23,
743,4223,23,
744,4306,23,
745,4310,23,
746,4370,23,
747,4643,23,
748,4700,23,
749,4844,23,
750,4874,23,
751,4886,23,
752,4963,23,
753,4993,23,
754,4995,23,
755,5218,23,
756,5349,23,
757,5378,23,
758,5445,23,
759,5459,23,
760,5464,23,
761,5502,23,
762,5618,23,
763,5816,23,
764,5952,23,
765,5989,23,
766,5991,23,
767,6333,23,
768,6365,23,
769,6534,23,
770,6539,23,
771,6863,23,
772,6934,23,
773,7143,23,
774,7153,23,
775,7155,23,
776,7445,23,
777,8207,23,
778,8360,23,
779,8368,23,
780,8373,23,
781,8528,23,
782,8636,23,
783,8665,23,
784,8666,23,
785,8783,23,
786,8808,23,
787,8865,23,
788,8870,23,
789,8907,23,
790,8908,23,
791,8949,23,
792,8957,23,
793,8958,23,
794,8961,23,
795,8965,23,
796,8970,23,
797,8972,23,
798,8984,23,
799,27741,23,
800,30812,23,
801,30816,23,
802,31878,23,
803,32029,23,
804,32031,23,
805,32296,23,
806,32587,23,
807,33162,23,
808,33493,23,
809,33794,23,
810,33836,23,
811,34048,23,
812,34319,23,
813,37741,23,
814,38388,23,
815,42002,23,
816,45499,23,
817,45517,23,
818,45668,23,
819,45730,23,
820,46530,23,
821,48783,23,
822,48997,23,
823,49272,23,
824,49278,23,
825,49286,23,
826,49824,23,
827,586,23,
828,187,23,
829,627,23,
830,922,23,
831,1037,23,
832,1095,23,
833,1674,23,
834,1987,23,
835,2011,23,
836,2023,23,
837,2300,23,
838,2877,23,
839,2901,23,
840,3173,23,
841,3328,23,
842,3735,23,
843,4131,23,
844,4558,23,
845,5447,23,
846,5451,23,
847,5481,23,
848,5507,23,
849,5841,23,
850,5843,23,
851,5872,23,
852,5890,23,
853,5891,23,
854,5893,23,
855,5902,23,
856,5956,23,
857,5962,23,
858,5965,23,
859,5988,23,
860,6001,23,
861,6044,23,
862,1028,23,
863,1088,23,
864,1247,23,
865,1307,23,
866,3882,23,
867,4447,23,
868,5066,23,
869,5377,23,
870,5620,23,
871,5943,23,
872,5957,23,
873,6155,23,
874,6266,23,
875,6377,23,
876,6535,23,
877,6942,23,
878,7149,23,
879,7151,23,
880,7154,23,
881,7169,23,
882,7293,23,
883,7375,23,
884,7451,23,
885,7458,23,
886,8529,23,
887,8533,23,
888,8869,23,
889,8969,23,
890,30749,23,
891,31433,23,
892,31685,23,
893,33145,23,
894,33679,23,
895,40629,23,
896,40819,23,
897,41285,23,
898,47099,23,
899,51662,23,
900,51705,23,
901,51834,23,
902,54286,23,
903,56367,23,
904,56949,23,
905,58047,23,
906,59333,23,
907,59421,23,
908,60397,23,
909,60950,23,
910,61250,23,
911,63113,23,
912,63992,23,
913,64969,23,
914,66203,23,
915,68954,23,
916,69406,23,
917,69844,23,
918,70183,23,
919,70293,23,
920,71579,23,
921,72011,23,
922,72330,23,
923,72407,23,
924,72720,23,
925,72737,23,
926,72998,23,
927,73017,23,
928,74450,23,
929,77841,23,
930,78772,23,
931,79091,23,
932,80549,23,
933,81784,23,
934,81845,23,
935,81847,23,
936,82167,23,
937,82499,23,
938,84374,23,
939,86548,23,
940,87222,23,
941,88163,23,
942,88810,23,
943,91104,23,
944,92259,23,
945,94070,23,
946,95167,23,
947,95449,23,
948,95510,23,
949,95543,23,
950,96079,23,
951,97024,23,
952,97938,23,
953,98203,23,
954,103335,23,
955,103339,23,
956,104374,23,
957,105211,23,
958,106489,23,
959,106696,23,
960,107141,23,
961,109374,23,
962,109853,23,
963,112006,23,
964,113275,23,
965,113394,23,
966,119145,23,
967,129428,23,
968,136020,23,
969,137595,23,
970,140110,23,
971,44,23,
972,376,23,
973,511,23,
974,529,23,
975,1100,23,
976,1358,23,
977,1370,23,
978,1385,23,
979,1438,23,
980,1518,23,
981,1586,23,
982,1604,23,
983,1608,23,
984,1616,23,
985,1687,23,
986,1693,23,
987,1721,23,
988,1840,23,
989,1882,23,
990,1918,23,
991,2002,23,
992,2027,23,
993,1357,23,
994,1405,23,
995,1876,23,
996,2072,23,
997,2100,23,
998,2421,23,
999,2485,23,
1000,2572,23,
1001,2581,23,
1002,2694,23,
1003,3668,23,
1004,305,23,
1005,1173,23,
1006,1590,23,
1007,1619,23,
1008,1639,23,
1009,2541,23,
1010,3300,23,
1011,3409,23,
1012,3513,23,
1013,3624,23,
1014,3717,23,
1015,3753,23,
1016,3798,23,
1017,3827,23,
1018,3863,23,
1019,3893,23,
1020,3952,23,
1021,4011,23,
1022,4148,23,
1023,193,23,
1024,448,23,
1025,784,23,
1026,172,23,
1027,858,23,
1028,1200,23,
1029,1347,23,
1030,1527,23,
1031,1653,23,
1032,1909,23,
1033,2001,23,
1034,2081,23,
1035,2085,23,
1036,2278,23,
1037,3156,23,
1038,3499,23,
1039,3510,23,
1040,3535,23,
1041,3555,23,
1042,4022,23,
1043,4720,23,
1044,5971,23,
1045,6502,23,
1046,7254,23,
1047,7438,23,
1048,8644,23,
1049,48304,23,
1050,48774,23,
1051,48780,23,
1052,50872,23,
1053,56174,23,
1054,59315,23,
1055,60069,23,
1056,63859,23,
1057,64614,23,
1058,68237,23,
1059,69757,23,
1060,70286,23,
1061,71057,23,
1062,71264,23,
1063,84152,23,
1064,84954,23,
1065,85414,23,
1066,89745,23,
1067,91500,23,
1068,94864,23,
1069,96610,23,
1070,101864,23,
1071,103249,23,
1072,104841,23,
1073,105504,23,
1074,110102,23,
1075,111759,23,
1076,112556,23,
1077,112852,23,
1078,115149,23,
1079,120466,23,
1080,122886,23,
1081,122904,23,
1082,122922,23,
1083,122924,23,
1084,134130,23,
1085,134853,23,
1086,143385,23,
1087,152077,23,
1088,152081,23,
1089,158872,23,
1090,160980,23,
1091,166528,23,
1092,166635,23,
1093,111,23,
1094,541,23,
1095,678,23,
1096,745,23,
1097,913,23,
1098,1147,23,
1099,1148,23,
1100,1186,23,
1101,1193,23,
1102,1201,23,
1103,1207,23,
1104,1223,23,
1105,1230,23,
1106,1252,23,
1107,1260,23,
1108,1261,23,
1109,1267,23,
1110,1276,23,
1111,1281,23,
1112,1299,23,
1113,1680,23,
1114,2490,23,
1115,2707,23,
1116,2723,23,
1117,3000,23,
1118,3022,23,
1119,3108,23,
1120,3174,23,
1121,3429,23,
1122,3683,23,
1123,3741,23,
1124,4878,23,
1125,4973,23,
1126,5782,23,
1127,6350,23,
1128,7099,23,
1129,7361,23,
1130,27611,23,
1131,27773,23,
1132,48394,23,
1133,78499,23,
1134,1036,23,
1135,1209,23,
1136,1221,23,
1137,1228,23,
1138,1234,23,
1139,1375,23,
1140,2194,23,
1141,3039,23,
1142,3263,23,
1143,3435,23,
1144,3681,23,
1145,4571,23,
1146,6016,23,
1147,6870,23,
1148,7482,23,
1149,31658,23,
1150,64839,23,
1151,68358,23,
1152,80463,23,
1153,81932,23,
1154,82459,23,
1155,431,23,
1156,442,23,
1157,555,23,
1158,653,23,
1159,778,23,
1160,1020,23,
1161,1059,23,
1162,1212,23,
1163,1227,23,
1164,1245,23,
1165,1356,23,
1166,1374,23,
1167,1544,23,
1168,1729,23,
1169,1924,23,
1170,1961,23,
1171,2184,23,
1172,2409,23,
1173,2410,23,
1174,2411,23,
1175,2412,23,
1176,2420,23,
1177,2422,23,
1178,2706,23,
1179,2918,23,
1180,2951,23,
1181,2953,23,
1182,3081,23,
1183,3257,23,
1184,3275,23,
1185,3462,23,
1186,3751,23,
1187,3785,23,
1188,3896,23,
1189,4007,23,
1190,4262,23,
1191,4327,23,
1192,4383,23,
1193,4728,23,
1194,4816,23,
1195,5008,23,
1196,5120,23,
1197,5266,23,
1198,5418,23,
1199,5574,23,
1200,5608,23,
1201,5669,23,
1202,5679,23,
1203,5903,23,
1204,5944,23,
1205,5995,23,
1206,6287,23,
1207,6300,23,
1208,6373,23,
1209,6378,23,
1210,6440,23,
1211,6548,23,
1212,6709,23,
1213,6787,23,
1214,6807,23,
1215,6888,23,
1216,7018,23,
1217,7147,23,
1218,7317,23,
1219,7318,23,
1220,7323,23,
1221,7373,23,
1222,7753,23,
1223,7843,23,
1224,8117,23,
1225,8361,23,
1226,8641,23,
1227,8784,23,
1228,8917,23,
1229,8950,23,
1230,26444,23,
1231,26614,23,
1232,27689,23,
1233,27716,23,
1234,27831,23,
1235,27878,23,
1236,30793,23,
1237,32460,23,
1238,33004,23,
1239,33615,23,
1240,34150,23,
1241,34405,23,
1242,36519,23,
1243,36529,23,
1244,37386,23,
1245,37729,23,
1246,37733,23,
1247,38038,23,
1248,38061,23,
1249,44022,23,
1250,44191,23,
1251,44199,23,
1252,44555,23,
1253,44665,23,
1254,45722,23,
1255,46578,23,
1256,46965,23,
1257,47200,23,
1258,47491,23,
1259,49651,23,
1260,51357,23,
1261,51540,23,
1262,52604,23,
1263,53125,23,
1264,53129,23,
1265,53318,23,
1266,53464,23,
1267,53972,23,
1268,53996,23,
1269,54272,23,
1270,55118,23,
1271,55247,23,
1272,55276,23,
1273,55290,23,
1274,55765,23,
1275,56757,23,
1276,57528,23,
1277,57640,23,
1278,57669,23,
1279,58295,23,
1280,58299,23,
1281,59615,23,
1282,59784,23,
1283,60040,23,
1284,60074,23,
1285,60684,23,
1286,62434,23,
1287,63131,23,
1288,64197,23,
1289,64957,23,
1290,65596,23,
1291,66934,23,
1292,67255,23,
1293,68073,23,
1294,68159,23,
1295,68319,23,
1296,69122,23,
1297,69640,23,
1298,69951,23,
1299,71108,23,
1300,71156,23,
1301,71899,23,
1302,73268,23,
1303,73321,23,
1304,73323,23,
1305,73499,23,
1306,74510,23,
1307,74789,23,
1308,74948,23,
1309,76077,23,
1310,76175,23,
1311,76251,23,
1312,77561,23,
1313,78469,23,
1314,79293,23,
1315,79592,23,
1316,79695,23,
1317,79702,23,
1318,80219,23,
1319,81788,23,
1320,83349,23,
1321,84392,23,
1322,85354,23,
1323,86190,23,
1324,86332,23,
1325,86628,23,
1326,86880,23,
1327,87232,23,
1328,88094,23,
1329,88129,23,
1330,88140,23,
1331,90600,23,
1332,91485,23,
1333,91542,23,
1334,92094,23,
1335,95441,23,
1336,96432,23,
1337,96488,23,
1338,96655,23,
1339,97752,23,
1340,98124,23,
1341,98585,23,
1342,98809,23,
1343,99728,23,
1344,99813,23,
1345,102125,23,
1346,102445,23,
1347,102903,23,
1348,103253,23,
1349,103772,23,
1350,104241,23,
1351,104879,23,
1352,106072,23,
1353,106487,23,
1354,106839,23,
1355,107846,23,
1356,111362,23,
1357,112183,23,
1358,112334,23,
1359,112421,23,
1360,114066,23,
1361,116797,23,
1362,116823,23,
1363,117176,23,
1364,118900,23,
1365,122892,23,
1366,122900,23,
1367,122918,23,
1368,122920,23,
1369,122926,23,
1370,128620,23,
1371,135569,23,
1372,139385,23,
1373,140289,23,
1374,141688,23,
1375,142488,23,
1376,144210,23,
1377,145283,23,
1378,148626,23,
1379,150548,23,
1380,155168,23,
1381,157108,23,
1382,157110,23,
1383,158238,23,
1384,158972,23,
1385,159093,23,
1386,160438,23,
1387,161582,23,
1388,162350,23,
1389,162606,23,
1390,164179,23,
1391,166015,23,
1392,168252,23,
1393,171023,23,
1394,176101,23,
1395,177593,23,
1396,180095,23,
1397,180777,23,
1398,185135,23,
1399,12,23,
1400,48,23,
1401,64,23,
1402,107,23,
1403,118,23,
1404,173,23,
1405,295,23,
1406,325,23,
1407,328,23,
1408,338,23,
1409,372,23,
1410,379,23,
1411,407,23,
1412,414,23,
1413,420,23,
1414,422,23,
1415,427,23,
1416,486,23,
1417,512,23,
1418,513,23,
1419,551,23,
1420,558,23,
1421,610,23,
1422,611,23,
1423,671,23,
1424,674,23,
1425,724,23,
1426,742,23,
1427,743,23,
1428,761,23,
1429,785,23,
1430,788,23,
1431,798,23,
1432,810,23,
1433,829,23,
1434,832,23,
1435,866,23,
1436,879,23,
1437,903,23,
1438,906,23,
1439,911,23,
1440,915,23,
1441,921,23,
1442,931,23,
1443,933,23,
1444,965,23,
1445,984,23,
1446,1016,23,
1447,1021,23,
1448,1047,23,
1449,1081,23,
1450,1129,23,
1451,1215,23,
1452,1238,23,
1453,1257,23,
1454,1269,23,
1455,1285,23,
1456,1297,23,
1457,1322,23,
1458,1324,23,
1459,1330,23,
1460,1333,23,
1461,1339,23,
1462,1342,23,
1463,1345,23,
1464,1346,23,
1465,1355,23,
1466,1359,23,
1467,1367,23,
1468,1372,23,
1469,1373,23,
1470,1376,23,
1471,1378,23,
1472,1379,23,
1473,1380,23,
1474,1394,23,
1475,1407,23,
1476,1409,23,
1477,1427,23,
1478,1441,23,
1479,1456,23,
1480,1457,23,
1481,1461,23,
1482,1474,23,
1483,1479,23,
1484,1485,23,
1485,1489,23,
1486,1499,23,
1487,1542,23,
1488,1550,23,
1489,1551,23,
1490,1556,23,
1491,1562,23,
1492,1566,23,
1493,1569,23,
1494,1583,23,
1495,1588,23,
1496,1591,23,
1497,1593,23,
1498,1603,23,
1499,1614,23,
1500,1645,23,
1501,1648,23,
1502,1658,23,
1503,1663,23,
1504,1665,23,
1505,1679,23,
1506,1681,23,
1507,1688,23,
1508,1689,23,
1509,1690,23,
1510,1702,23,
1511,1717,23,
1512,1718,23,
1513,1722,23,
1514,1747,23,
1515,1748,23,
1516,1754,23,
1517,1779,23,
1518,1783,23,
1519,1798,23,
1520,1806,23,
1521,1812,23,
1522,1816,23,
1523,1831,23,
1524,1845,23,
1525,1848,23,
1526,1855,23,
1527,1862,23,
1528,1881,23,
1529,1888,23,
1530,1891,23,
1531,1894,23,
1532,1906,23,
1533,1911,23,
1534,1919,23,
1535,1921,23,
1536,1963,23,
1537,1970,23,
1538,1971,23,
1539,1972,23,
1540,1973,23,
1541,1991,23,
1542,1994,23,
1543,2003,23,
1544,2004,23,
1545,2014,23,
1546,2015,23,
1547,2016,23,
1548,2026,23,
1549,2034,23,
1550,2036,23,
1551,2037,23,
1552,2040,23,
1553,2041,23,
1554,2044,23,
1555,2052,23,
1556,2053,23,
1557,2060,23,
1558,2065,23,
1559,2082,23,
1560,2088,23,
1561,2092,23,
1562,2097,23,
1563,2108,23,
1564,2110,23,
1565,2111,23,
1566,2118,23,
1567,2123,23,
1568,2133,23,
1569,2134,23,
1570,2140,23,
1571,2144,23,
1572,2148,23,
1573,2153,23,
1574,2167,23,
1575,2169,23,
1576,2171,23,
1577,2206,23,
1578,2227,23,
1579,2232,23,
1580,2243,23,
1581,2244,23,
1582,2245,23,
1583,2248,23,
1584,2249,23,
1585,2255,23,
1586,2261,23,
1587,2263,23,
1588,2266,23,
1589,2267,23,
1590,2279,23,
1591,2287,23,
1592,2294,23,
1593,2302,23,
1594,2315,23,
1595,2320,23,
1596,2321,23,
1597,2328,23,
1598,2335,23,
1599,2354,23,
1600,2355,23,
1601,2369,23,
1602,2371,23,
1603,2372,23,
1604,2374,23,
1605,2375,23,
1606,2393,23,
1607,2394,23,
1608,2396,23,
1609,2407,23,
1610,2413,23,
1611,2416,23,
1612,2418,23,
1613,2423,23,
1614,2428,23,
1615,2446,23,
1616,2453,23,
1617,2455,23,
1618,2458,23,
1619,2463,23,
1620,2465,23,
1621,2468,23,
1622,2491,23,
1623,2496,23,
1624,2513,23,
1625,2518,23,
1626,2539,23,
1627,2548,23,
1628,2550,23,
1629,2555,23,
1630,2558,23,
1631,2605,23,
1632,2606,23,
1633,2614,23,
1634,2622,23,
1635,2642,23,
1636,2643,23,
1637,2668,23,
1638,2672,23,
1639,2687,23,
1640,2699,23,
1641,2709,23,
1642,2710,23,
1643,2719,23,
1644,2720,23,
1645,2722,23,
1646,2733,23,
1647,2746,23,
1648,2754,23,
1649,2788,23,
1650,2793,23,
1651,2802,23,
1652,2804,23,
1653,2806,23,
1654,2808,23,
1655,2822,23,
1656,2836,23,
1657,2840,23,
1658,2857,23,
1659,2860,23,
1660,2867,23,
1661,2870,23,
1662,2883,23,
1663,2888,23,
1664,2898,23,
1665,2900,23,
1666,2915,23,
1667,2936,23,
1668,2968,23,
1669,2995,23,
1670,3005,23,
1671,3016,23,
1672,3017,23,
1673,3031,23,
1674,3032,23,
1675,3035,23,
1676,3040,23,
1677,3048,23,
1678,3056,23,
1679,3063,23,
1680,3064,23,
1681,3070,23,
1682,3072,23,
1683,3082,23,
1684,3087,23,
1685,3101,23,
1686,3104,23,
1687,3113,23,
1688,3146,23,
1689,3190,23,
1690,3203,23,
1691,3213,23,
1692,3219,23,
1693,3225,23,
1694,3238,23,
1695,3248,23,
1696,3254,23,
1697,3258,23,
1698,3264,23,
1699,3269,23,
1700,3301,23,
1701,3308,23,
1702,3316,23,
1703,3324,23,
1704,3355,23,
1705,3361,23,
1706,3370,23,
1707,3387,23,
1708,3393,23,
1709,3394,23,
1710,3395,23,
1711,3396,23,
